id,title,short_title,description,start_date,end_date,registration_deadline,venue,button_text,link,status,is_new,created_at
1,Advancing Science & Technology for SDGs,SUSTAIN-TECH 2026,Engineering Sustainable Futures Through Innovation and Collaboration.,2026-10-30,2026-10-31,2026-09-30,IEI KKLC Region,More Details,/conference,active,1,2026-05-05 13:34:35.355868
